repo,commenter,month,churn_add,churn_del,comment_count,commit_count,issue_count,pr_count,thread_comments_total,thread_participants_total,threads_participated,active_months,active,last_active_month,engagement_label
angular/angular,jessicajaniuk,2024/3/1,0,0,0,0,0,5,0,0,0,3,TRUE,2024/4/1,Disengaged
angular/angular,jessicajaniuk,2024/4/1,0,0,0,0,0,8,0,0,0,3,TRUE,2024/4/1,Disengaged
prometheus/prometheus,jesusvazquez,2024/3/1,0,0,1,0,0,0,10,4,1,6,TRUE,2025/3/1,Engaged
prometheus/prometheus,jesusvazquez,2024/4/1,592,494,2,1,0,1,10,4,1,6,TRUE,2025/3/1,Engaged
prometheus/prometheus,jesusvazquez,2024/5/1,0,0,1,0,0,0,10,4,1,6,TRUE,2025/3/1,Engaged
prometheus/prometheus,jesusvazquez,2024/9/1,1,0,0,1,0,3,0,0,0,6,TRUE,2025/3/1,Engaged
prometheus/prometheus,jesusvazquez,2024/10/1,11,19,0,4,0,4,0,0,0,6,TRUE,2025/3/1,Engaged
prometheus/prometheus,jesusvazquez,2025/3/1,0,0,0,0,0,1,0,0,0,6,TRUE,2025/3/1,Engaged
mlflow/mlflow,jgiannuzzi,2024/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/10/1,Disengaged
mlflow/mlflow,jgiannuzzi,2024/6/1,169,98,0,3,0,4,0,0,0,3,TRUE,2024/10/1,Disengaged
mlflow/mlflow,jgiannuzzi,2024/10/1,12,3,0,1,0,0,0,0,0,3,TRUE,2024/10/1,Disengaged
pytorch/pytorch,jgong5,2024/2/1,0,0,0,0,0,6,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jgong5,2024/3/1,0,0,0,0,0,3,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jgong5,2024/4/1,0,0,0,0,0,9,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jgong5,2024/5/1,0,0,0,0,0,8,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jgong5,2024/6/1,0,0,0,0,1,5,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jgong5,2024/7/1,0,0,0,0,0,8,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jgong5,2024/8/1,0,0,0,0,0,6,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jgong5,2024/9/1,0,0,0,0,0,5,0,0,0,8,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jhavukainen,2024/4/1,0,0,0,0,0,4,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2024/5/1,0,0,0,0,0,2,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2024/6/1,0,0,0,0,0,3,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2024/7/1,0,0,0,0,0,4,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2024/8/1,0,0,0,0,0,3,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2024/9/1,0,0,0,0,0,1,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2024/12/1,0,0,0,0,0,1,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2025/1/1,0,0,0,0,0,4,0,0,0,9,TRUE,2025/4/1,Engaged
pytorch/pytorch,jhavukainen,2025/4/1,16,17,0,1,0,3,0,0,0,9,TRUE,2025/4/1,Engaged
prometheus/prometheus,jhesketh,2024/2/1,0,0,0,0,0,1,0,0,0,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2024/6/1,0,0,1,0,0,0,16,5,1,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2024/8/1,0,0,0,0,0,1,0,0,0,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2024/9/1,268,5,0,2,0,2,0,0,0,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2024/10/1,211,1,0,4,0,3,0,0,0,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2024/11/1,8519,2081,1,2,0,0,10,4,1,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2024/12/1,0,0,1,0,0,0,10,4,1,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2025/1/1,87,7,1,1,0,1,10,4,1,9,TRUE,2025/2/1,Disengaged
prometheus/prometheus,jhesketh,2025/2/1,10,2,0,3,0,2,0,0,0,9,TRUE,2025/2/1,Disengaged
open-mmlab/mmdetection,jhj0517,2024/6/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/11/1,Disengaged
pytorch/pytorch,jhj0517,2024/8/1,0,0,1,0,0,0,78,50,1,4,TRUE,2024/11/1,Disengaged
tiangolo/fastapi,jhj0517,2024/9/1,0,0,2,0,0,0,36,11,1,4,TRUE,2024/11/1,Disengaged
huggingface/transformers,jhj0517,2024/11/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/11/1,Disengaged
huggingface/transformers,ji-huazhong,2024/2/1,0,0,0,0,0,2,0,0,0,8,TRUE,2025/2/1,Disengaged
huggingface/transformers,ji-huazhong,2024/3/1,0,0,0,0,0,1,0,0,0,8,TRUE,2025/2/1,Disengaged
pytorch/pytorch,ji-huazhong,2024/4/1,0,0,0,0,0,5,0,0,0,8,TRUE,2025/2/1,Disengaged
huggingface/transformers,ji-huazhong,2024/5/1,9,1,0,1,0,1,0,0,0,8,TRUE,2025/2/1,Disengaged
huggingface/transformers,ji-huazhong,2024/6/1,5,2,0,2,0,3,0,0,0,8,TRUE,2025/2/1,Disengaged
huggingface/transformers,ji-huazhong,2024/7/1,71,8,0,2,0,3,0,0,0,8,TRUE,2025/2/1,Disengaged
huggingface/transformers,ji-huazhong,2024/12/1,6,1,0,1,0,0,0,0,0,8,TRUE,2025/2/1,Disengaged
huggingface/transformers,ji-huazhong,2025/2/1,0,0,0,0,0,1,0,0,0,8,TRUE,2025/2/1,Disengaged
kubernetes/kubernetes,jiahuif,2024/2/1,611,54,0,8,0,4,0,0,0,3,TRUE,2024/4/1,Disengaged
kubernetes/kubernetes,jiahuif,2024/3/1,66,128,0,4,0,1,0,0,0,3,TRUE,2024/4/1,Disengaged
kubernetes/kubernetes,jiahuif,2024/4/1,14992,9194,0,10,0,4,0,0,0,3,TRUE,2024/4/1,Disengaged
pytorch/pytorch,jianan-gu,2024/11/1,0,0,0,0,0,2,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianan-gu,2024/12/1,0,0,0,0,0,2,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianan-gu,2025/1/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianan-gu,2025/2/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianan-gu,2025/4/1,1180,817,0,1,0,0,0,0,0,5,TRUE,2025/4/1,Engaged
Langgenius/dify,jiangbo721,2024/11/1,4,4,0,3,0,4,0,0,0,6,TRUE,2025/4/1,Engaged
Langgenius/dify,jiangbo721,2024/12/1,116,109,0,2,0,5,0,0,0,6,TRUE,2025/4/1,Engaged
Langgenius/dify,jiangbo721,2025/1/1,52,45,0,1,0,3,0,0,0,6,TRUE,2025/4/1,Engaged
Langgenius/dify,jiangbo721,2025/2/1,8,87,0,5,0,8,0,0,0,6,TRUE,2025/4/1,Engaged
Langgenius/dify,jiangbo721,2025/3/1,131,132,0,11,0,15,0,0,0,6,TRUE,2025/4/1,Engaged
Langgenius/dify,jiangbo721,2025/4/1,6,7,0,1,0,1,0,0,0,6,TRUE,2025/4/1,Engaged
streamlit/streamlit,jiangpli,2024/11/1,0,0,2,0,0,1,11,6,1,3,TRUE,2025/3/1,Engaged
streamlit/streamlit,jiangpli,2024/12/1,0,0,1,0,0,1,11,6,1,3,TRUE,2025/3/1,Engaged
streamlit/streamlit,jiangpli,2025/3/1,110,18,0,1,0,0,0,0,0,3,TRUE,2025/3/1,Engaged
pytorch/pytorch,jianyizh,2024/12/1,0,0,0,0,0,2,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianyizh,2025/1/1,0,0,0,0,0,5,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianyizh,2025/2/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianyizh,2025/3/1,0,0,0,0,0,1,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianyizh,2025/4/1,6,2,0,3,0,4,0,0,0,5,TRUE,2025/4/1,Engaged
pytorch/pytorch,jianyuh,2024/3/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jianyuh,2024/6/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jianyuh,2024/7/1,0,0,0,0,0,3,0,0,0,4,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jianyuh,2024/9/1,0,0,0,0,0,1,0,0,0,4,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jiashenC,2024/5/1,0,0,0,0,0,12,0,0,0,6,TRUE,2024/12/1,Disengaged
pytorch/pytorch,jiashenC,2024/6/1,0,0,0,0,0,15,0,0,0,6,TRUE,2024/12/1,Disengaged
pytorch/pytorch,jiashenC,2024/7/1,0,0,0,0,0,10,0,0,0,6,TRUE,2024/12/1,Disengaged
pytorch/pytorch,jiashenC,2024/8/1,0,0,0,0,0,2,0,0,0,6,TRUE,2024/12/1,Disengaged
apache/spark,jiashenC,2024/10/1,0,0,0,0,0,1,0,0,0,6,TRUE,2024/12/1,Disengaged
apache/spark,jiashenC,2024/12/1,339,43,0,1,0,0,0,0,0,6,TRUE,2024/12/1,Disengaged
pytorch/pytorch,jiayisunx,2024/2/1,0,0,0,0,0,1,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/3/1,0,0,0,0,0,7,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/4/1,0,0,0,0,0,1,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/5/1,0,0,0,0,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/6/1,0,0,0,0,0,2,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/7/1,0,0,0,0,0,4,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/8/1,0,0,0,0,0,6,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/9/1,0,0,2,0,0,10,55,33,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/10/1,0,0,0,0,0,6,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/11/1,0,0,0,0,0,10,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2024/12/1,0,0,2,0,0,5,24,14,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2025/1/1,0,0,0,0,0,5,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2025/2/1,0,0,0,0,0,6,0,0,0,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2025/3/1,0,0,1,0,0,1,3,3,1,15,TRUE,2025/4/1,Engaged
pytorch/pytorch,jiayisunx,2025/4/1,0,0,0,0,0,1,0,0,0,15,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jiebinn,2024/3/1,0,0,0,0,0,1,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,jiebinn,2024/4/1,0,0,0,0,0,1,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,jiebinn,2024/5/1,0,0,0,0,0,2,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,jiebinn,2024/8/1,0,0,0,0,0,1,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,jiebinn,2024/9/1,0,0,0,0,0,3,0,0,0,6,TRUE,2024/11/1,Disengaged
ClickHouse/ClickHouse,jiebinn,2024/11/1,0,0,0,0,0,1,0,0,0,6,TRUE,2024/11/1,Disengaged
apache/airflow,jieyao-MilestoneHub,2024/11/1,0,0,0,0,0,4,0,0,0,3,TRUE,2025/3/1,Engaged
apache/airflow,jieyao-MilestoneHub,2024/12/1,95,47,0,1,0,0,0,0,0,3,TRUE,2025/3/1,Engaged
apache/airflow,jieyao-MilestoneHub,2025/3/1,0,0,0,0,0,3,0,0,0,3,TRUE,2025/3/1,Engaged
pydantic/pydantic,jimkring,2024/9/1,0,0,1,0,0,0,21,9,1,3,TRUE,2025/3/1,Engaged
pydantic/pydantic,jimkring,2024/10/1,0,0,1,0,0,0,21,9,1,3,TRUE,2025/3/1,Engaged
pytest-dev/pytest,jimkring,2025/3/1,0,0,3,0,0,0,9,5,1,3,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,jingczhang,2024/3/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/9/1,Disengaged
kubernetes/kubernetes,jingczhang,2024/7/1,33,7,0,1,0,0,0,0,0,3,TRUE,2024/9/1,Disengaged
kubernetes/kubernetes,jingczhang,2024/9/1,0,0,0,0,0,1,0,0,0,3,TRUE,2024/9/1,Disengaged
pytorch/pytorch,jingsh,2024/3/1,0,0,0,0,0,2,0,0,0,3,TRUE,2025/2/1,Disengaged
pytorch/pytorch,jingsh,2024/11/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/2/1,Disengaged
pytorch/pytorch,jingsh,2025/2/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/2/1,Disengaged
pytorch/pytorch,jingxu10,2024/5/1,0,0,0,0,0,4,0,0,0,8,TRUE,2025/4/1,Engaged
pytorch/pytorch,jingxu10,2024/6/1,0,0,1,0,0,1,42,19,1,8,TRUE,2025/4/1,Engaged
pytorch/pytorch,jingxu10,2024/8/1,0,0,0,0,0,3,0,0,0,8,TRUE,2025/4/1,Engaged
pytorch/pytorch,jingxu10,2024/9/1,0,0,1,0,0,2,55,33,1,8,TRUE,2025/4/1,Engaged
pytorch/pytorch,jingxu10,2024/10/1,0,0,0,0,0,3,0,0,0,8,TRUE,2025/4/1,Engaged
pytorch/pytorch,jingxu10,2025/2/1,0,0,0,0,0,1,0,0,0,8,TRUE,2025/4/1,Engaged
pytorch/pytorch,jingxu10,2025/3/1,0,0,0,0,0,2,0,0,0,8,TRUE,2025/4/1,Engaged
pytorch/pytorch,jingxu10,2025/4/1,9,6,0,1,0,0,0,0,0,8,TRUE,2025/4/1,Engaged
kubernetes/kubernetes,jingyuanliang,2024/8/1,5,4,0,1,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,jingyuanliang,2025/2/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
kubernetes/kubernetes,jingyuanliang,2025/3/1,12,12,0,2,0,0,0,0,0,3,TRUE,2025/3/1,Engaged
apache/spark,jingz-db,2024/2/1,166,7,0,1,0,3,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/3/1,2086,257,0,6,0,6,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/4/1,164,30,0,1,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/6/1,0,0,0,0,0,1,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/7/1,1472,1072,0,2,0,11,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/8/1,0,0,0,0,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/9/1,387,49,0,2,0,6,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/10/1,1272,246,0,1,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/11/1,1711,460,0,4,0,4,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2024/12/1,887,166,0,1,0,2,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2025/1/1,2,3,0,1,0,3,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2025/2/1,698,403,0,1,0,1,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2025/3/1,662,10,0,2,0,1,0,0,0,14,TRUE,2025/4/1,Engaged
apache/spark,jingz-db,2025/4/1,0,0,0,0,0,1,0,0,0,14,TRUE,2025/4/1,Engaged
godotengine/godot,jinyangcruise,2024/8/1,0,0,0,0,1,0,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,jinyangcruise,2024/9/1,0,0,0,0,1,0,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,jinyangcruise,2024/10/1,0,0,0,0,1,0,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,jinyangcruise,2024/11/1,0,0,0,0,3,0,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,jinyangcruise,2024/12/1,0,0,0,0,1,0,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,jinyangcruise,2025/2/1,0,0,0,0,1,0,0,0,0,7,TRUE,2025/3/1,Engaged
godotengine/godot,jinyangcruise,2025/3/1,0,0,0,0,0,1,0,0,0,7,TRUE,2025/3/1,Engaged
huggingface/diffusers,jiqing-feng,2024/2/1,0,0,0,0,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/2/1,8,4,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/3/1,0,2,0,1,0,0,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/5/1,0,0,0,0,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/6/1,34,1,0,1,0,7,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/7/1,55,2,0,2,0,0,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/9/1,579,104,0,2,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/10/1,196,53,0,3,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/11/1,59,49,0,3,1,5,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2024/12/1,71,10,0,2,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/diffusers,jiqing-feng,2025/1/1,13,8,0,1,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2025/1/1,391,91,0,5,0,0,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2025/2/1,149,168,0,3,3,4,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2025/3/1,129,159,0,5,1,7,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/diffusers,jiqing-feng,2025/4/1,1,1,0,1,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
huggingface/transformers,jiqing-feng,2025/4/1,122,71,0,6,0,4,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/3/1,0,0,0,0,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/4/1,0,0,0,0,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/5/1,0,0,0,0,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/6/1,0,0,0,0,0,6,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/7/1,0,0,0,0,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/8/1,0,0,0,0,0,3,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/9/1,0,0,3,0,0,2,55,33,1,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/10/1,0,0,0,0,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/11/1,0,0,0,0,0,4,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2024/12/1,0,0,0,0,0,8,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2025/2/1,0,0,0,0,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2025/3/1,0,0,0,0,0,7,0,0,0,13,TRUE,2025/4/1,Engaged
pytorch/pytorch,jithunnair-amd,2025/4/1,449,361,0,4,0,11,0,0,0,13,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/2/1,0,0,0,0,1,0,0,0,0,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/3/1,57,4,0,1,0,1,0,0,0,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/6/1,0,0,10,0,0,0,52,16,1,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/7/1,0,0,4,0,0,0,52,16,1,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/8/1,0,0,0,0,0,2,0,0,0,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/9/1,0,0,0,0,1,0,0,0,0,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/10/1,0,0,0,0,0,1,0,0,0,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2024/12/1,0,0,0,0,3,0,0,0,0,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2025/1/1,0,0,0,0,1,0,0,0,0,10,TRUE,2025/4/1,Engaged
godotengine/godot,jitspoe,2025/4/1,0,0,1,0,0,1,52,16,1,10,TRUE,2025/4/1,Engaged
tensorflow/tensorflow,jiunkaiy,2025/1/1,0,0,0,0,0,2,0,0,0,3,TRUE,2025/3/1,Engaged
tensorflow/tensorflow,jiunkaiy,2025/2/1,0,0,0,0,0,1,0,0,0,3,TRUE,2025/3/1,Engaged
tensorflow/tensorflow,jiunkaiy,2025/3/1,0,0,0,0,0,3,0,0,0,3,TRUE,2025/3/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/2/1,0,0,0,0,0,4,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/3/1,0,0,0,0,0,3,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/5/1,0,0,0,0,0,7,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/6/1,0,0,0,0,0,3,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/7/1,0,0,0,0,0,2,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/8/1,0,0,0,0,0,4,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/9/1,0,0,0,0,0,1,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/10/1,0,0,0,0,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2024/11/1,0,0,0,0,0,3,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2025/1/1,0,0,0,0,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2025/2/1,0,0,0,0,0,4,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2025/3/1,0,0,0,0,0,5,0,0,0,13,TRUE,2025/4/1,Engaged
ClickHouse/ClickHouse,jkartseva,2025/4/1,347624,31132,0,28,0,6,0,0,0,13,TRUE,2025/4/1,Engaged
hashicorp/consul,jkirschner-hashicorp,2024/2/1,1863,112,0,2,0,2,0,0,0,3,TRUE,2024/4/1,Disengaged
hashicorp/consul,jkirschner-hashicorp,2024/3/1,15,11,0,1,0,1,0,0,0,3,TRUE,2024/4/1,Disengaged
hashicorp/consul,jkirschner-hashicorp,2024/4/1,1,1,0,1,0,1,0,0,0,3,TRUE,2024/4/1,Disengaged
matplotlib/matplotlib,jklymak,2024/2/1,31,8,6,6,0,1,46,12,2,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/3/1,15,28,14,1,0,0,56,18,4,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/4/1,426,124,2,4,0,1,12,6,1,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/5/1,0,0,9,0,0,0,64,21,4,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/6/1,3,3,1,1,0,0,13,5,1,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/7/1,108,81,4,4,0,1,25,10,2,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/8/1,809,2,25,1,0,0,143,36,8,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/9/1,8,6,7,3,0,2,52,22,4,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/10/1,59,38,10,2,0,1,45,17,3,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/11/1,143,19,2,6,0,2,15,6,1,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2024/12/1,212,19,10,6,0,0,50,21,4,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2025/1/1,4,2,5,1,0,1,26,11,2,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2025/2/1,41,33,2,3,0,1,31,12,2,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2025/3/1,30,12,15,2,0,3,68,18,3,15,TRUE,2025/4/1,Engaged
matplotlib/matplotlib,jklymak,2025/4/1,143,100,5,7,0,2,12,3,1,15,TRUE,2025/4/1,Engaged
grafana/grafana,jkowall,2025/1/1,0,0,4,0,0,0,12,5,1,3,TRUE,2025/4/1,Engaged
grafana/grafana,jkowall,2025/3/1,0,0,1,0,0,0,12,5,1,3,TRUE,2025/4/1,Engaged
grafana/grafana,jkowall,2025/4/1,0,0,1,0,0,0,12,5,1,3,TRUE,2025/4/1,Engaged
angular/angular,jkrems,2024/9/1,0,0,0,0,0,3,0,0,0,4,TRUE,2025/4/1,Engaged
angular/angular,jkrems,2024/10/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
vitejs/vite,jkrems,2024/10/1,0,0,0,0,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
angular/angular,jkrems,2025/3/1,128,37,0,1,0,1,0,0,0,4,TRUE,2025/4/1,Engaged
angular/angular,jkrems,2025/4/1,9,3,0,1,0,2,0,0,0,4,TRUE,2025/4/1,Engaged
prometheus/prometheus,jkroepke,2024/3/1,111,11,0,1,0,0,0,0,0,9,TRUE,2025/4/1,Engaged
