repo,commenter,month,commit_count,churn_add,churn_del
grafana/grafana,academo,2024-04-01,2,104,31
grafana/grafana,academo,2024-02-01,5,4122,311
grafana/grafana,baldm0mma,2025-04-01,11,168,103
grafana/grafana,baldm0mma,2025-03-01,26,824,478
grafana/grafana,baldm0mma,2025-02-01,6,529,411
grafana/grafana,baldm0mma,2025-01-01,1,1,1
grafana/grafana,baldm0mma,2024-12-01,2,3138,3136
grafana/grafana,baldm0mma,2024-11-01,1,7,4
grafana/grafana,baldm0mma,2024-10-01,2,45,187
grafana/grafana,baldm0mma,2024-09-01,4,111,110
grafana/grafana,baldm0mma,2024-07-01,1,348,1
grafana/grafana,baldm0mma,2024-06-01,1,136,1
grafana/grafana,baldm0mma,2024-05-01,1,296,125
grafana/grafana,baldm0mma,2024-04-01,2,43,30
grafana/grafana,baldm0mma,2024-03-01,1,23,11
grafana/grafana,baldm0mma,2024-02-01,4,1267,944
grafana/grafana,adela-almasan,2025-04-01,4,73,20
grafana/grafana,adela-almasan,2025-03-01,1,5,1
grafana/grafana,adela-almasan,2025-02-01,11,961,998
grafana/grafana,adela-almasan,2025-01-01,1,140,31
grafana/grafana,adela-almasan,2024-12-01,2,112,18
grafana/grafana,adela-almasan,2024-11-01,2,54,22
grafana/grafana,adela-almasan,2024-10-01,4,340,62
grafana/grafana,adela-almasan,2024-09-01,8,2385,379
grafana/grafana,adela-almasan,2024-08-01,6,210,82
grafana/grafana,adela-almasan,2024-07-01,6,808,416
grafana/grafana,adela-almasan,2024-06-01,6,240,73
grafana/grafana,adela-almasan,2024-05-01,9,389,398
grafana/grafana,adela-almasan,2024-04-01,6,157,34
grafana/grafana,adela-almasan,2024-03-01,5,530,136
grafana/grafana,adela-almasan,2024-02-01,5,193,43
grafana/grafana,yuri-tceretian,2025-04-01,7,1468,662
grafana/grafana,yuri-tceretian,2025-03-01,13,1833,1958
grafana/grafana,yuri-tceretian,2025-02-01,17,2372,1003
grafana/grafana,yuri-tceretian,2025-01-01,11,3213,2392
grafana/grafana,yuri-tceretian,2024-12-01,1,4648,5916
grafana/grafana,yuri-tceretian,2024-11-01,2,342,152
grafana/grafana,yuri-tceretian,2024-10-01,15,4090,396
grafana/grafana,yuri-tceretian,2024-09-01,7,3978,792
grafana/grafana,yuri-tceretian,2024-08-01,11,4042,956
grafana/grafana,yuri-tceretian,2024-07-01,13,1809,596
grafana/grafana,yuri-tceretian,2024-06-01,9,4949,304
grafana/grafana,yuri-tceretian,2024-05-01,4,116,17
grafana/grafana,yuri-tceretian,2024-04-01,7,2704,1352
grafana/grafana,yuri-tceretian,2024-03-01,11,3367,970
grafana/grafana,yuri-tceretian,2024-02-01,6,5067,561
grafana/grafana,gassiss,2025-04-01,5,943,155
grafana/grafana,gassiss,2025-03-01,10,1012,511
grafana/grafana,gassiss,2025-02-01,10,1504,657
grafana/grafana,gassiss,2025-01-01,1,339,49
grafana/grafana,alexanderzobnin,2025-04-01,6,297,250
grafana/grafana,alexanderzobnin,2025-03-01,4,689,469
grafana/grafana,alexanderzobnin,2025-02-01,4,46,194
grafana/grafana,alexanderzobnin,2025-01-01,7,987,1059
grafana/grafana,alexanderzobnin,2024-12-01,2,108,10
grafana/grafana,alexanderzobnin,2024-11-01,6,2819,605
grafana/grafana,alexanderzobnin,2024-10-01,9,1099,290
grafana/grafana,alexanderzobnin,2024-09-01,3,115,52
grafana/grafana,alexanderzobnin,2024-08-01,6,1347,254
grafana/grafana,alexanderzobnin,2024-07-01,3,387,102
grafana/grafana,alexanderzobnin,2024-06-01,2,126,14
grafana/grafana,alexanderzobnin,2024-05-01,3,661,121
grafana/grafana,alexanderzobnin,2024-04-01,2,310,420
grafana/grafana,alexanderzobnin,2024-03-01,4,297,17
grafana/grafana,alexanderzobnin,2024-02-01,2,66,29
grafana/grafana,juanicabanas,2025-04-01,7,339,261
grafana/grafana,juanicabanas,2025-03-01,3,98,108
grafana/grafana,juanicabanas,2025-01-01,5,71,17
grafana/grafana,juanicabanas,2024-12-01,3,477,79
grafana/grafana,juanicabanas,2024-11-01,4,119,121
grafana/grafana,juanicabanas,2024-10-01,4,24,19
grafana/grafana,juanicabanas,2024-09-01,10,1251,264
grafana/grafana,juanicabanas,2024-08-01,6,504,307
grafana/grafana,juanicabanas,2024-07-01,1,318,78
grafana/grafana,juanicabanas,2024-06-01,9,2462,319
grafana/grafana,juanicabanas,2024-05-01,4,352,62
grafana/grafana,juanicabanas,2024-04-01,5,106,33
grafana/grafana,juanicabanas,2024-03-01,3,598,47
grafana/grafana,tomratcliffe,2025-04-01,26,4811,2693
grafana/grafana,tomratcliffe,2025-03-01,12,2867,5057
grafana/grafana,tomratcliffe,2025-02-01,6,515,446
grafana/grafana,tomratcliffe,2025-01-01,11,1773,1396
grafana/grafana,tomratcliffe,2024-12-01,13,3308,1350
grafana/grafana,tomratcliffe,2024-11-01,11,1992,771
grafana/grafana,tomratcliffe,2024-10-01,10,1032,1071
grafana/grafana,tomratcliffe,2024-09-01,11,1941,518
grafana/grafana,tomratcliffe,2024-08-01,18,2958,1905
grafana/grafana,tomratcliffe,2024-07-01,15,3723,3579
grafana/grafana,tomratcliffe,2024-06-01,7,727,401
grafana/grafana,tomratcliffe,2024-05-01,12,1001,518
grafana/grafana,tomratcliffe,2024-04-01,56,1882,1822
grafana/grafana,tomratcliffe,2024-03-01,43,689,417
grafana/grafana,Clarity-89,2025-04-01,22,4654,4227
grafana/grafana,Clarity-89,2025-03-01,15,1942,88
grafana/grafana,Clarity-89,2025-02-01,8,78,38
grafana/grafana,Clarity-89,2025-01-01,3,340,293
grafana/grafana,Clarity-89,2024-11-01,4,39,92
grafana/grafana,Clarity-89,2024-10-01,24,1337,1384
grafana/grafana,Clarity-89,2024-09-01,7,239,378
grafana/grafana,Clarity-89,2024-08-01,3,175,268
grafana/grafana,Clarity-89,2024-07-01,12,545,142
grafana/grafana,Clarity-89,2024-06-01,5,168,61
grafana/grafana,Clarity-89,2024-05-01,8,217,128
grafana/grafana,Clarity-89,2024-04-01,7,507,126
grafana/grafana,Clarity-89,2024-03-01,15,1277,460
grafana/grafana,Clarity-89,2024-02-01,8,992,1247
grafana/grafana,MissingRoberto,2025-04-01,24,36881,3952
grafana/grafana,MissingRoberto,2025-03-01,5,1156,1197
grafana/grafana,MissingRoberto,2025-02-01,1,61,17
grafana/grafana,MissingRoberto,2024-11-01,4,178,53
grafana/grafana,MissingRoberto,2024-10-01,1,257,62
grafana/grafana,MissingRoberto,2024-09-01,1,11,5
grafana/grafana,gillesdemey,2025-04-01,6,9824,2472
grafana/grafana,gillesdemey,2025-03-01,8,725,577
grafana/grafana,gillesdemey,2025-02-01,8,413,369
grafana/grafana,gillesdemey,2025-01-01,4,190,79
grafana/grafana,gillesdemey,2024-12-01,5,183,76
grafana/grafana,gillesdemey,2024-11-01,4,617,411
grafana/grafana,gillesdemey,2024-10-01,4,1591,1068
grafana/grafana,gillesdemey,2024-09-01,4,2434,313
grafana/grafana,gillesdemey,2024-08-01,9,4129,1736
grafana/grafana,gillesdemey,2024-07-01,8,2764,1384
grafana/grafana,gillesdemey,2024-06-01,11,1578,206
grafana/grafana,gillesdemey,2024-05-01,11,3642,1441
grafana/grafana,gillesdemey,2024-04-01,3,530,113
grafana/grafana,gillesdemey,2024-03-01,18,1945,46648
grafana/grafana,gillesdemey,2024-02-01,12,1212,556
grafana/grafana,JohnnyQQQQ,2025-04-01,5,315,46
grafana/grafana,JohnnyQQQQ,2025-03-01,9,1306,187
grafana/grafana,JohnnyQQQQ,2025-02-01,13,2147,799
grafana/grafana,JohnnyQQQQ,2025-01-01,5,188,37
grafana/grafana,JohnnyQQQQ,2024-12-01,2,352,80
grafana/grafana,JohnnyQQQQ,2024-10-01,1,38,0
grafana/grafana,JohnnyQQQQ,2024-09-01,8,953,260
grafana/grafana,JohnnyQQQQ,2024-07-01,2,69,11
grafana/grafana,JohnnyQQQQ,2024-06-01,1,3,2
grafana/grafana,JohnnyQQQQ,2024-04-01,1,5,1
grafana/grafana,JohnnyQQQQ,2024-03-01,1,3,2
grafana/grafana,JohnnyQQQQ,2024-02-01,1,11,1
grafana/grafana,tskarhed,2025-04-01,3,719,48
grafana/grafana,tskarhed,2025-03-01,6,4433,535
grafana/grafana,tskarhed,2025-02-01,5,58,7
grafana/grafana,tskarhed,2025-01-01,8,487,117
grafana/grafana,tskarhed,2024-12-01,3,135,40
grafana/grafana,tskarhed,2024-11-01,9,856,429
grafana/grafana,tskarhed,2024-10-01,8,455,63
grafana/grafana,tskarhed,2024-09-01,4,389,204
grafana/grafana,tskarhed,2024-08-01,2,173,66
grafana/grafana,tskarhed,2024-07-01,4,321,44
grafana/grafana,tskarhed,2024-06-01,8,402,95
grafana/grafana,tskarhed,2024-05-01,7,155,62
grafana/grafana,tskarhed,2024-04-01,10,150,96
grafana/grafana,tskarhed,2024-03-01,4,148,119
grafana/grafana,tskarhed,2024-02-01,6,8456,96
grafana/grafana,santihernandezc,2025-04-01,1,1,9
grafana/grafana,santihernandezc,2025-02-01,1,28,15
grafana/grafana,santihernandezc,2025-01-01,5,84,75
grafana/grafana,santihernandezc,2024-12-01,3,5,8
grafana/grafana,santihernandezc,2024-11-01,1,56,27
grafana/grafana,santihernandezc,2024-10-01,5,45,29
grafana/grafana,santihernandezc,2024-09-01,5,213,138
grafana/grafana,santihernandezc,2024-08-01,2,45,4
grafana/grafana,santihernandezc,2024-07-01,4,114,86
grafana/grafana,santihernandezc,2024-06-01,7,446,165
grafana/grafana,santihernandezc,2024-05-01,3,251,101
grafana/grafana,santihernandezc,2024-04-01,12,533,522
grafana/grafana,santihernandezc,2024-03-01,6,292,60
grafana/grafana,linoman,2025-04-01,3,452,104
grafana/grafana,linoman,2025-03-01,6,274,120
grafana/grafana,linoman,2025-02-01,1,1,0
grafana/grafana,linoman,2024-12-01,4,552,719
grafana/grafana,linoman,2024-11-01,3,78,3
grafana/grafana,linoman,2024-10-01,7,921,176
grafana/grafana,linoman,2024-09-01,13,801,313
grafana/grafana,linoman,2024-08-01,3,937,33
grafana/grafana,linoman,2024-07-01,1,57,13
grafana/grafana,linoman,2024-06-01,1,12,0
grafana/grafana,linoman,2024-05-01,4,144,13
grafana/grafana,linoman,2024-04-01,6,180,55
grafana/grafana,linoman,2024-03-01,12,1023,246
grafana/grafana,linoman,2024-02-01,4,429,129
grafana/grafana,stephaniehingtgen,2025-04-01,24,6056,2059
grafana/grafana,stephaniehingtgen,2025-03-01,37,4664,3965
grafana/grafana,stephaniehingtgen,2025-02-01,17,2338,1205
grafana/grafana,stephaniehingtgen,2025-01-01,50,7729,2026
grafana/grafana,stephaniehingtgen,2024-12-01,6,3100,1288
grafana/grafana,stephaniehingtgen,2024-11-01,8,745,1309
grafana/grafana,stephaniehingtgen,2024-10-01,3,57,19
grafana/grafana,stephaniehingtgen,2024-08-01,1,81,24
grafana/grafana,stephaniehingtgen,2024-07-01,3,377,158
grafana/grafana,stephaniehingtgen,2024-05-01,3,137,125
grafana/grafana,stephaniehingtgen,2024-02-01,3,32,15
grafana/grafana,gelicia,2025-04-01,5,90,27
grafana/grafana,gelicia,2025-03-01,3,57,42
grafana/grafana,gelicia,2025-02-01,2,429,620
grafana/grafana,gelicia,2025-01-01,7,500,289
grafana/grafana,gelicia,2024-12-01,1,123,65
grafana/grafana,gelicia,2024-11-01,11,1042,580
grafana/grafana,gelicia,2024-10-01,5,136,14
grafana/grafana,gelicia,2024-09-01,2,580,232
grafana/grafana,gelicia,2024-08-01,2,413,289
grafana/grafana,gelicia,2024-07-01,4,283,95
grafana/grafana,gelicia,2024-06-01,3,1001,922
grafana/grafana,gelicia,2024-05-01,3,346,388
grafana/grafana,gelicia,2024-04-01,12,951,551
grafana/grafana,gelicia,2024-02-01,5,385,201
grafana/grafana,leeoniya,2025-04-01,5,77,9
grafana/grafana,leeoniya,2025-03-01,7,2036,124
grafana/grafana,leeoniya,2025-02-01,4,665,699
grafana/grafana,leeoniya,2025-01-01,5,113,222
grafana/grafana,leeoniya,2024-12-01,2,24,4
grafana/grafana,leeoniya,2024-11-01,8,1301,3295
grafana/grafana,leeoniya,2024-10-01,2,171,8
grafana/grafana,leeoniya,2024-09-01,7,274,63
grafana/grafana,leeoniya,2024-08-01,3,52,24
grafana/grafana,leeoniya,2024-07-01,2,7,1
grafana/grafana,leeoniya,2024-06-01,5,2528,170
grafana/grafana,leeoniya,2024-05-01,2,626,610
grafana/grafana,leeoniya,2024-04-01,7,1024,4396
grafana/grafana,leeoniya,2024-03-01,14,3763,661
grafana/grafana,leeoniya,2024-02-01,18,1235,1221
grafana/grafana,chaudyg,2025-04-01,2,418,22
grafana/grafana,chaudyg,2025-03-01,6,1304,689
grafana/grafana,chaudyg,2025-02-01,12,1262,629
grafana/grafana,chaudyg,2025-01-01,2,217,50
grafana/grafana,chaudyg,2024-12-01,1,32,71
grafana/grafana,chaudyg,2024-11-01,7,753,215
grafana/grafana,chaudyg,2024-10-01,4,1570,1396
grafana/grafana,chaudyg,2024-09-01,2,479,701
grafana/grafana,chaudyg,2024-08-01,1,22,22
grafana/grafana,chaudyg,2024-07-01,9,3682,609
grafana/grafana,chaudyg,2024-05-01,1,10,66
grafana/grafana,chaudyg,2024-03-01,2,10,2
grafana/grafana,alexbikfalvi,2025-04-01,1,178,0
grafana/grafana,alexbikfalvi,2025-03-01,3,231,11
grafana/grafana,alexbikfalvi,2025-01-01,2,15,1
grafana/grafana,svennergr,2025-04-01,21,2097,1297
grafana/grafana,svennergr,2025-03-01,6,50,261
grafana/grafana,svennergr,2025-02-01,3,99,20
grafana/grafana,svennergr,2025-01-01,6,373,48
grafana/grafana,svennergr,2024-12-01,3,95,19
grafana/grafana,svennergr,2024-11-01,8,468,57
grafana/grafana,svennergr,2024-10-01,2,2,2
grafana/grafana,svennergr,2024-09-01,3,132,32
grafana/grafana,svennergr,2024-08-01,3,392,7
grafana/grafana,svennergr,2024-07-01,7,173,78
grafana/grafana,svennergr,2024-06-01,1,14,6
grafana/grafana,svennergr,2024-05-01,2,72,1
grafana/grafana,svennergr,2024-04-01,1,31,24
grafana/grafana,svennergr,2024-03-01,5,197,40
grafana/grafana,svennergr,2024-02-01,9,194,104
grafana/grafana,torkelo,2025-04-01,40,2975,1586
grafana/grafana,torkelo,2025-03-01,26,2711,2303
grafana/grafana,torkelo,2025-02-01,13,1173,522
grafana/grafana,torkelo,2025-01-01,4,787,401
grafana/grafana,torkelo,2024-12-01,6,990,402
grafana/grafana,torkelo,2024-11-01,7,966,404
grafana/grafana,torkelo,2024-10-01,5,1155,882
grafana/grafana,torkelo,2024-09-01,16,3337,4669
grafana/grafana,torkelo,2024-08-01,7,285,214
grafana/grafana,torkelo,2024-06-01,5,419,578
grafana/grafana,torkelo,2024-05-01,15,857,291
grafana/grafana,torkelo,2024-04-01,19,1216,1015
grafana/grafana,torkelo,2024-03-01,16,1290,612
grafana/grafana,torkelo,2024-02-01,28,3015,2011
grafana/grafana,nojaf,2025-04-01,1,91,10
grafana/grafana,joshhunt,2025-04-01,14,671,523
grafana/grafana,joshhunt,2025-03-01,11,852,450
grafana/grafana,joshhunt,2025-02-01,12,299,258
grafana/grafana,joshhunt,2025-01-01,11,1632,8212
grafana/grafana,joshhunt,2024-12-01,2,325,112
grafana/grafana,joshhunt,2024-11-01,9,845,475
grafana/grafana,joshhunt,2024-10-01,13,754,143
grafana/grafana,joshhunt,2024-09-01,6,52,344
grafana/grafana,joshhunt,2024-08-01,7,179,77
grafana/grafana,joshhunt,2024-07-01,18,1422,695
grafana/grafana,joshhunt,2024-06-01,17,1461,229
grafana/grafana,joshhunt,2024-05-01,5,293,158
grafana/grafana,joshhunt,2024-04-01,20,2271,1181
grafana/grafana,joshhunt,2024-03-01,17,2629,285
grafana/grafana,joshhunt,2024-02-01,20,696,382
grafana/grafana,ifrost,2025-04-01,7,68,21
grafana/grafana,ifrost,2025-03-01,3,229,140
grafana/grafana,ifrost,2025-02-01,4,49,29
grafana/grafana,ifrost,2025-01-01,3,131,51
grafana/grafana,ifrost,2024-12-01,3,339,55
grafana/grafana,ifrost,2024-11-01,1,196,1
grafana/grafana,ifrost,2024-10-01,1,1,1
grafana/grafana,ifrost,2024-09-01,3,205,131
grafana/grafana,ifrost,2024-08-01,2,3,2
grafana/grafana,ifrost,2024-07-01,7,360,166
grafana/grafana,ifrost,2024-06-01,2,66,207
grafana/grafana,ifrost,2024-05-01,7,1014,40
grafana/grafana,ifrost,2024-04-01,3,308,96
grafana/grafana,ifrost,2024-03-01,1,476,394
grafana/grafana,ifrost,2024-02-01,4,121,66
grafana/grafana,toddtreece,2025-04-01,3,559,112
grafana/grafana,toddtreece,2025-03-01,1,21,6
grafana/grafana,toddtreece,2025-02-01,15,998,2014
grafana/grafana,toddtreece,2025-01-01,7,766,76
grafana/grafana,toddtreece,2024-12-01,5,331,493
grafana/grafana,toddtreece,2024-11-01,13,8194,641
grafana/grafana,toddtreece,2024-10-01,5,425,112
grafana/grafana,toddtreece,2024-09-01,9,1480,675
grafana/grafana,toddtreece,2024-08-01,33,12707,3479
grafana/grafana,toddtreece,2024-07-01,7,5385,1428
grafana/grafana,toddtreece,2024-06-01,2,368,386
grafana/grafana,toddtreece,2024-05-01,6,562,71
grafana/grafana,toddtreece,2024-04-01,4,764,96
grafana/grafana,toddtreece,2024-03-01,6,300,61
grafana/grafana,toddtreece,2024-02-01,17,6438,3719
grafana/grafana,irenerl24,2025-04-01,3,464,13
grafana/grafana,irenerl24,2025-02-01,3,35,34
grafana/grafana,irenerl24,2025-01-01,2,1,2
grafana/grafana,irenerl24,2024-12-01,1,1,1
grafana/grafana,irenerl24,2024-10-01,2,116,1
grafana/grafana,irenerl24,2024-09-01,4,13,7
grafana/grafana,irenerl24,2024-08-01,3,10,6
grafana/grafana,mdvictor,2025-04-01,3,128,29
grafana/grafana,mdvictor,2025-03-01,5,51,386
grafana/grafana,mdvictor,2025-02-01,8,1273,116
grafana/grafana,mdvictor,2025-01-01,3,326,33
grafana/grafana,mdvictor,2024-11-01,8,347,50
grafana/grafana,mdvictor,2024-10-01,9,500,123
grafana/grafana,mdvictor,2024-09-01,6,1345,1055
grafana/grafana,mdvictor,2024-08-01,6,225,15
grafana/grafana,mdvictor,2024-07-01,5,223,181
grafana/grafana,mdvictor,2024-06-01,5,353,74
grafana/grafana,mdvictor,2024-04-01,7,722,40
grafana/grafana,mdvictor,2024-03-01,6,997,105
grafana/grafana,mdvictor,2024-02-01,8,2555,178
grafana/grafana,radiohead,2025-04-01,1,1,1
grafana/grafana,radiohead,2025-03-01,4,13036,1763
grafana/grafana,radiohead,2025-02-01,1,327,0
grafana/grafana,radiohead,2025-01-01,3,1013,1068
grafana/grafana,radiohead,2024-12-01,1,4,0
grafana/grafana,mgyongyosi,2025-04-01,1,41,5
grafana/grafana,mgyongyosi,2025-03-01,2,38,14
grafana/grafana,mgyongyosi,2025-02-01,4,227,68
grafana/grafana,mgyongyosi,2025-01-01,8,328,267
grafana/grafana,mgyongyosi,2024-12-01,8,210,95
grafana/grafana,mgyongyosi,2024-11-01,13,1689,842
grafana/grafana,mgyongyosi,2024-10-01,13,1748,245
grafana/grafana,mgyongyosi,2024-09-01,6,289,39
grafana/grafana,mgyongyosi,2024-08-01,1,83,3
grafana/grafana,mgyongyosi,2024-07-01,5,430,79
grafana/grafana,mgyongyosi,2024-06-01,5,759,442
grafana/grafana,mgyongyosi,2024-05-01,5,1317,39
grafana/grafana,mgyongyosi,2024-04-01,4,44,47
grafana/grafana,mgyongyosi,2024-03-01,6,839,22
grafana/grafana,mgyongyosi,2024-02-01,17,2227,673
grafana/grafana,mustafasencer,2025-04-01,2,63,55
grafana/grafana,mustafasencer,2025-03-01,3,865,437
grafana/grafana,aangelisc,2025-04-01,8,672,339
grafana/grafana,aangelisc,2025-03-01,4,416,454
grafana/grafana,aangelisc,2025-02-01,4,389,70
grafana/grafana,aangelisc,2025-01-01,12,1059,318
grafana/grafana,aangelisc,2024-12-01,6,120,84
grafana/grafana,aangelisc,2024-11-01,3,430,321
grafana/grafana,aangelisc,2024-10-01,7,548,133
grafana/grafana,aangelisc,2024-09-01,14,573,379
grafana/grafana,aangelisc,2024-08-01,7,170,131
grafana/grafana,aangelisc,2024-07-01,4,832,426
grafana/grafana,aangelisc,2024-06-01,4,802,105
grafana/grafana,aangelisc,2024-05-01,7,3389,1751
grafana/grafana,aangelisc,2024-04-01,8,187,163
grafana/grafana,aangelisc,2024-03-01,11,1278,471
grafana/grafana,aangelisc,2024-02-01,5,63,60
grafana/grafana,manderson-dev,2025-04-01,1,83,0
grafana/grafana,mthorning,2025-04-01,1,0,3
grafana/grafana,mthorning,2025-03-01,2,5,3
grafana/grafana,mthorning,2024-11-01,1,3,9
grafana/grafana,scottlepp,2025-04-01,3,32,15
grafana/grafana,scottlepp,2025-03-01,5,792,83
grafana/grafana,scottlepp,2025-02-01,3,254,56
grafana/grafana,scottlepp,2025-01-01,10,271,121
grafana/grafana,scottlepp,2024-12-01,2,594,299
grafana/grafana,scottlepp,2024-11-01,6,1251,513
grafana/grafana,scottlepp,2024-10-01,9,3015,1425
grafana/grafana,scottlepp,2024-05-01,7,452,282
grafana/grafana,scottlepp,2024-04-01,1,16,3
grafana/grafana,scottlepp,2024-02-01,1,555,20
grafana/grafana,alexander-akhmetov,2025-04-01,15,3166,399
grafana/grafana,alexander-akhmetov,2025-03-01,21,4958,566
grafana/grafana,alexander-akhmetov,2025-02-01,16,6679,878
grafana/grafana,alexander-akhmetov,2025-01-01,7,2361,249
grafana/grafana,alexander-akhmetov,2024-12-01,3,350,60
grafana/grafana,alexander-akhmetov,2024-11-01,4,253,56
grafana/grafana,alexander-akhmetov,2024-10-01,5,146,64
grafana/grafana,alexander-akhmetov,2024-09-01,5,815,65
grafana/grafana,alexander-akhmetov,2024-08-01,10,1451,200
grafana/grafana,alexander-akhmetov,2024-06-01,3,398,107
grafana/grafana,soniaAguilarPeiron,2025-04-01,11,1745,279
grafana/grafana,soniaAguilarPeiron,2025-03-01,2,836,30
grafana/grafana,soniaAguilarPeiron,2025-02-01,11,2494,425
grafana/grafana,soniaAguilarPeiron,2025-01-01,7,2540,384
grafana/grafana,soniaAguilarPeiron,2024-12-01,7,239,185
grafana/grafana,soniaAguilarPeiron,2024-11-01,12,1908,1315
grafana/grafana,soniaAguilarPeiron,2024-10-01,13,634,195
grafana/grafana,soniaAguilarPeiron,2024-09-01,9,1075,231
grafana/grafana,soniaAguilarPeiron,2024-08-01,2,3,2
grafana/grafana,soniaAguilarPeiron,2024-07-01,8,2252,675
grafana/grafana,soniaAguilarPeiron,2024-06-01,6,823,96
grafana/grafana,soniaAguilarPeiron,2024-05-01,10,2630,554
grafana/grafana,soniaAguilarPeiron,2024-04-01,4,1253,548
grafana/grafana,soniaAguilarPeiron,2024-03-01,6,690,88
grafana/grafana,soniaAguilarPeiron,2024-02-01,13,1237,327
grafana/grafana,pstibrany,2025-04-01,11,443,169
grafana/grafana,pstibrany,2025-03-01,28,2412,513
grafana/grafana,pstibrany,2025-02-01,5,260,226
grafana/grafana,AgnesToulet,2025-04-01,2,145,74
grafana/grafana,AgnesToulet,2025-02-01,4,1759,460
grafana/grafana,AgnesToulet,2025-01-01,2,55,45
grafana/grafana,AgnesToulet,2024-12-01,1,26,16
grafana/grafana,AgnesToulet,2024-11-01,1,69,8
grafana/grafana,AgnesToulet,2024-10-01,1,4,0
grafana/grafana,AgnesToulet,2024-08-01,1,1,1
grafana/grafana,AgnesToulet,2024-07-01,2,5,3
grafana/grafana,AgnesToulet,2024-06-01,2,390,4
grafana/grafana,AgnesToulet,2024-05-01,3,42,16
grafana/grafana,AgnesToulet,2024-04-01,1,7,6
grafana/grafana,AgnesToulet,2024-03-01,3,60,24
grafana/grafana,AgnesToulet,2024-02-01,2,363,415
grafana/grafana,andresmgot,2025-04-01,13,4444,160
grafana/grafana,andresmgot,2025-03-01,6,327,139
grafana/grafana,andresmgot,2025-02-01,15,2773,615
grafana/grafana,andresmgot,2025-01-01,9,2539,39
grafana/grafana,andresmgot,2024-12-01,3,236,18
grafana/grafana,andresmgot,2024-11-01,8,1790,280
grafana/grafana,andresmgot,2024-10-01,5,491,19
grafana/grafana,andresmgot,2024-09-01,4,415,156
grafana/grafana,andresmgot,2024-08-01,10,820,130
grafana/grafana,andresmgot,2024-07-01,5,353,80
grafana/grafana,andresmgot,2024-06-01,2,41,71
grafana/grafana,andresmgot,2024-05-01,6,773,307
grafana/grafana,andresmgot,2024-04-01,6,628,315
grafana/grafana,andresmgot,2024-03-01,7,170,491
grafana/grafana,andresmgot,2024-02-01,5,160,66
grafana/grafana,IevaVasiljeva,2025-04-01,2,339,123
grafana/grafana,IevaVasiljeva,2025-03-01,9,1095,1896
grafana/grafana,IevaVasiljeva,2025-02-01,3,24,16
grafana/grafana,IevaVasiljeva,2025-01-01,6,336,77
grafana/grafana,IevaVasiljeva,2024-12-01,6,1481,148
grafana/grafana,IevaVasiljeva,2024-11-01,10,596,912
grafana/grafana,IevaVasiljeva,2024-10-01,7,1884,29
grafana/grafana,IevaVasiljeva,2024-09-01,5,212,99
grafana/grafana,IevaVasiljeva,2024-08-01,9,667,428
grafana/grafana,IevaVasiljeva,2024-07-01,6,1080,540
grafana/grafana,IevaVasiljeva,2024-06-01,13,857,371
grafana/grafana,IevaVasiljeva,2024-05-01,12,1292,539
grafana/grafana,IevaVasiljeva,2024-04-01,10,391,265
grafana/grafana,IevaVasiljeva,2024-03-01,4,373,175
grafana/grafana,IevaVasiljeva,2024-02-01,5,292,38
grafana/grafana,eleijonmarck,2025-04-01,3,78,0
grafana/grafana,eleijonmarck,2025-03-01,10,286,528
grafana/grafana,eleijonmarck,2025-02-01,9,74,199
grafana/grafana,eleijonmarck,2025-01-01,3,36,5
grafana/grafana,eleijonmarck,2024-12-01,4,170,52
grafana/grafana,eleijonmarck,2024-11-01,9,85,1903
grafana/grafana,eleijonmarck,2024-10-01,7,377,281
grafana/grafana,eleijonmarck,2024-09-01,4,198,77
grafana/grafana,eleijonmarck,2024-08-01,3,315,131
grafana/grafana,eleijonmarck,2024-07-01,1,326,47
grafana/grafana,eleijonmarck,2024-06-01,3,26,35
grafana/grafana,eleijonmarck,2024-05-01,7,98,53
grafana/grafana,eleijonmarck,2024-04-01,6,565,131
grafana/grafana,eleijonmarck,2024-03-01,7,794,323
grafana/grafana,eleijonmarck,2024-02-01,5,520,252
grafana/grafana,oscarkilhed,2025-04-01,13,1032,278
grafana/grafana,oscarkilhed,2025-03-01,10,1850,1056
grafana/grafana,oscarkilhed,2025-02-01,12,2530,815
grafana/grafana,oscarkilhed,2025-01-01,4,822,195
grafana/grafana,oscarkilhed,2024-12-01,2,56,27
grafana/grafana,oscarkilhed,2024-11-01,1,12,1
grafana/grafana,oscarkilhed,2024-10-01,4,64,22
grafana/grafana,oscarkilhed,2024-09-01,8,394,60
grafana/grafana,oscarkilhed,2024-07-01,2,34,3
grafana/grafana,oscarkilhed,2024-06-01,3,56,5
grafana/grafana,oscarkilhed,2024-05-01,5,678,47
grafana/grafana,oscarkilhed,2024-04-01,7,125,49
grafana/grafana,oscarkilhed,2024-03-01,7,903,160
grafana/grafana,oscarkilhed,2024-02-01,7,983,77
grafana/grafana,fayzal-g,2025-04-01,3,228,42
grafana/grafana,fayzal-g,2025-03-01,1,488,41
grafana/grafana,fayzal-g,2025-02-01,1,134,74
grafana/grafana,fayzal-g,2025-01-01,3,52,4
grafana/grafana,fayzal-g,2024-11-01,2,256,74
grafana/grafana,fayzal-g,2024-08-01,3,236,246
grafana/grafana,fayzal-g,2024-06-01,3,265,52
grafana/grafana,fayzal-g,2024-05-01,4,538,66
